,class,tweetid,unprocessed_text
2376,m,1199263425009987584,_U I helped my friend get off Xanax ❤️
5052,a,1200260639618469888,i could use a xanax rn y lie or 2
4771,m,1200028256180850689,_U especially with oxycontin and other opiates. once you're hooked- it's no longer a choice.
3063,a,1199595730463268864,"Narcos, HennePy, Xanax & Codeine ... Hell of a Night"
1738,c,1199138015081324545,i already suck at sleeping. i can just about imagine how bad it'll be when i start taking my vyvanse again.
4669,m,1200009743454146560,Happy Adderall-idays to you and your families. ☃️🍂🌲🎅🏼
12084,c,1202213018324676611,i hope that's seroquel i'm sweating out bc hot damn this drug sucks ass. #bipolar
1631,c,1199117872942989312,docs gave me valium before surgery and mom said she likes me on it cause i seem happier 😂
13162,m,1202506538495201280,"Yeah, sure. That's what they said about laudanum, heroin, cocaine, and morphine. Didn't they say one time that Quaaludes were not addictive - like right before they had to take it off the market because people were dying? Like I'm going to believe the pharmaceutical industry. NO!"
6612,m,1200671437339713537,"RT _U: ._U Professor Dr. Aleksandra Zgierska calls for breaking down barriers for people to get treatment. That could include receiving buprenorphine in the emergency room, allowing patients to begin treatment as they look for other providers."
8786,c,1201188948493656064,_U No thanks. I'll stick with xanax.
1727,m,1199136808455561216,"_U — them to give you more?""  he didn't understand how medicine distribution worked. hell, he didn't know that morphine was —"
4849,m ,1218820147374362624,maplegrove is like a cesspool of prozac and xanax
10171,m,1201741460921556992,Have a lack of motivation?You probably have Autism.This causes numbness.Try Adderall
13038,c,1202480712026349568,my ativan and winnie the pooh stuffed animal are coming in clutch for this comey hearing.
2117,c,1199218508346867712,"Adderall got me deep conditioning my pots, pans & knives"
1239,c,1199043959043039232,_U I was oxycodone for 5-6 yrs for #IntractablePain. Worked very well for me until I was abandoned of course.
13145,u,1202504785422888960,i hope lyrica and ginny do a stream or something i am honestly starving for content
12425,c,1202299335649767424,"_U i find i make amazing decisions on ativan, because i don't have anxiety holding me back and second-guess myself"
8912,a,1201334146842451969,_U a lost 3 year a ma life on heroin and then a lost another 5 year on a methadone programme that was supposed tae get is aff of it
7994,a,1201002941504729088,yo vyvanse be having me geeked up. i'm wired as shit right now. 😂😂 i'm trying to do 100 different things.
6237,m,1200565167567917056,_U again like morphine being great i agree fully you are so genius
3008,a,1199589556150034432,"hi yes does anyone want my oxycodone, this shit hits me too hard"
3720,m,1199779840800542721,say yes to tramadol that shit dope
2938,m,1199564843843497984,_U City red card is basically morphine
11827,m,1202160046416834560,we gave this spider xanax and now hes dropped out of school and started his rap career
209,c,1198304021402079233,alright.. pain meds wearing off.. shit is starting to hurt bad again.. time to take a valium and try to forget about existing right now.
12068,m,1202207091227791360,have hot flashes?yes?you suffer from tourettes.this causes closing of the throat.try abilify
1758,c,1199140251270168576,_U Absolutely... Yeah looking forward to a good sleep.. I'm glad I have OxyContin already. Lol
4558,c,1199989360785076226,my morphine is morphine
12824,a,1202423743571808257,This coffee and joint has me wanting some morphine.
1633,m,1199118176891654149,"today is when you go to starbucks and order a grande ""cafe mocha, vodka, valium to go please!"" if only..."
9058,m,1201358561500127232,space heater 'n' adderall
2642,c,1199507150248325122,"Funnily enough, meds didn't work for me. I've been on citalopram, fluoxetine, sertraline and quetiapine and none of them had the desired effect. Some improved my mood, but only slightly. Fluoxetine was unbearable - made me manic within a week or two of treatment and my"
10148,m,1201738786843037696,"Diff pt...  Hey doc, this pt is having a lot of pain related to multiple wounds. The pain regime isn’t cutting it  (2 of morphine q6)  Resident: well we don’t want to give so much morphine they stop breathing   10 mins later: 7mg morphine once.   Someone kill me."
11818,m,1202159140740698113,"""i'm on a lot of adderall and i'm so dumb i'm sorry""--a conversation heard in passing"
6193,c,1200552480242880513,"Multi-hour panic attack while flying solo on parenting. Wife woke up for the changing of the guard, now i'm swimming in a haze of Xanax, an…"
7818,m,1200963672589426688,"_U _U _U Guy, why are you taking tramadol for other people’s headache. Please talk to _U and see how we roll🤒🤗👍🏾🤩"
9413,m,1201450478929879040,How many different ways can I explain to you that your Adderall will adjudicate and be filled on Sunday?! It's just NOT happening TODAY!
6582,a,1200659561054650368,i had a headache and thought it was a good idea to take some tramadol  i fucking tripping out😶
4661,m,1200008841938780161,_U _U _U where evidence based medicine has anything to do with sauna or Gabapentin Lyrica being scripted evidence or long term implications of use?
4953,m,1200168429157834757,_U It is very different to meth because the doctor gives it to you instead of a drug dealer. The same applies to Oxycontin which is nothing like heroin because again a doctor legally gives it to you.
5004,m,1200239729893105666,"_U It's a nice theory but it won't stand up to scrutiny. Perhaps you should try it out on the 3 heavily pregnant Labour MPs who went through lobbies to vote for a meaningful vote this week, one from Bradford, on morphine in a wheelchair. Vote after vote Labour did their stuff."
8178,c,1201048613264248834,Once again I find myself in an ER because I need pain management. This time I get a Sub-Q shot of morphine and gravol.
7383,m,1200860879341924355,"So people with real problems lose out. Although if they're like me they don't get taken seriously anyway. Because we're not faking it. This only happened because my mum pretty much ignored him, although not enough because she still nagged him to take his diazepam for 5min y'day."
109,a,1198295290383622144,"when i gave juli 5 mg of instant release adderall and she texted me at 3 pm the next day saying ""when does this wear off"""
11146,m,1201971087493533702,animal crossing pocket camp is suboxine and animal crossing new leaf is heroin
1589,m,1199105349602680832,oxycontin got em with a body count
6522,c,1200652441378795520,@ hot customer who was tryna flirt with me at work while i was having a panic attack and waiting for my xanax to kick in : i’m sorry pls come back
8118,a,1201037713077669888,i am the night time people. i wish this morphine capsual would kick in faster. that's my latest project playing with morphinr
1376,m,1199066598017028100,my middle child strongly resembles a primate...i may have banged king kong while in a xanax induced coma
1660,m,1199121105870606336,Hydrocodene
6311,c,1200582102523301888,seroquel is so weird like its the only drug that makes me sleep but it also makes me sooo zombie like but it also made me feel better idk
4740,m,1200024886661599232,The government has found yet another profitable business model for themselves. #AddictionTreatment and #Suboxone. No regard for #chronicpain
9032,m,1201355682437566464,"give a fuck like big homie retch, threw some vyvanse told that bitch fetch im so 2017 and im only 17 off top harder than g eazys hardest 16"
9350,c,1201431083616784390,_U i tried to get on the grind but i can't shoot straight itll come back but morphine makes eyes blurry
6832,m,1200719245207908352,"Interesting read, come down your high horse and educate yourself on your people... “The white American underclass is in thrall to a vicious, selfish culture whose main products are misery and used heroin needles. Donald Trump’s speeches make them feel good. So does OxyContin”"
6810,m,1200717003650195457,Have an aversion to tight spaces?You probably have Melancholia.This causes voices in your head.Try Xanax
2876,m,1199549522676011010,"Dr Elinore F. McCance-Katz, Assistant Secretary of Mental Health, encourages DATA Waiver training in pre-graduate, post-graduate —at all levels of medical provider education.  “Doctors, PAs and NPs should come out of training with certification to prescribe buprenorphine!”"
11839,m,1202161357786951680,_U _U Somebody please give The Dawgs a Valium ...big ones
1129,m,1199023768292724737,ebony bones! - morphine for the masses
9198,c,1201386049483751424,_U thank you! two rounds of clonazepam helped some.
430,m,1198463369734438912,"_U _U just 4 Tabs of tramadol and 2 bottles of banned codeine, caused it."
6476,c,1200634994898677760,_U I have a diagnosis of BPD and can certainly tell when I've not taken my aripiprazole
8352,c,1201096249912504320,adderall come downs are so bad that they could make the happiest person alive feel suicidal
7421,m,1200877541457899520,Have projectile vomit?Yes?You suffer from Bipolar.This causes loneliness.Try Abilify
157,m,1198299427414388737,You ever get home from the bar and you fart and it smells like a fart you smelled at the bar and you start doubting and denying that you farted at the bar like a xanax induced murder suspect on Law & order?   I've never done that.
3434,a,1199723386483748865,Where to buy #hydrocodone online without prescription? - //diseases-conditions.blurtit.com/4551811/where-to-buy-hydrocodone-online-without-prescription
13143,u,1202504506614976513,"i really love how Lyrica named her new album ""Adia"" #LHHH"
11182,m,1201978956217536512,adderall season
3655,c,1199764023400685568,Need clonazepam.
10530,c,1201830506964410369,"_U Omg dude 😞 I got tramadol but because I had surgery, and I had to take it with Benadryl because I’m allergic 😬"
5663,u,1200422444458217473,Lyrica who is your loyalty to? You don’t repeat fucks your man tells you
10621,m,1201852967915335682,Fuck all that xanax shit
3756,m,1199783733194317824,s/o to the adderall gods.
